patch_id,official_split,tile,day,month,year,scene
S2_24-8-20_16PCC_10,train,16PCC,24,8,20,16PCC_20-8-24
S2_24-8-20_16PCC_11,train,16PCC,24,8,20,16PCC_20-8-24
S2_24-8-20_16PCC_12,train,16PCC,24,8,20,16PCC_20-8-24
S2_24-8-20_16PCC_13,train,16PCC,24,8,20,16PCC_20-8-24
S2_24-8-20_16PCC_14,train,16PCC,24,8,20,16PCC_20-8-24
S2_24-8-20_16PCC_15,train,16PCC,24,8,20,16PCC_20-8-24
S2_24-8-20_16PCC_16,train,16PCC,24,8,20,16PCC_20-8-24
S2_24-8-20_16PCC_17,train,16PCC,24,8,20,16PCC_20-8-24
S2_24-8-20_16PCC_18,train,16PCC,24,8,20,16PCC_20-8-24
S2_24-8-20_16PCC_19,train,16PCC,24,8,20,16PCC_20-8-24
S2_24-8-20_16PCC_2,train,16PCC,24,8,20,16PCC_20-8-24
S2_24-8-20_16PCC_20,train,16PCC,24,8,20,16PCC_20-8-24
S2_24-8-20_16PCC_21,train,16PCC,24,8,20,16PCC_20-8-24
S2_24-8-20_16PCC_22,train,16PCC,24,8,20,16PCC_20-8-24
S2_24-8-20_16PCC_23,train,16PCC,24,8,20,16PCC_20-8-24
S2_24-8-20_16PCC_24,train,16PCC,24,8,20,16PCC_20-8-24
S2_24-8-20_16PCC_25,train,16PCC,24,8,20,16PCC_20-8-24
S2_24-8-20_16PCC_26,train,16PCC,24,8,20,16PCC_20-8-24
S2_24-8-20_16PCC_27,train,16PCC,24,8,20,16PCC_20-8-24
S2_24-8-20_16PCC_28,train,16PCC,24,8,20,16PCC_20-8-24
S2_24-8-20_16PCC_3,train,16PCC,24,8,20,16PCC_20-8-24
S2_24-8-20_16PCC_4,train,16PCC,24,8,20,16PCC_20-8-24
S2_24-8-20_16PCC_5,train,16PCC,24,8,20,16PCC_20-8-24
S2_24-8-20_16PCC_6,train,16PCC,24,8,20,16PCC_20-8-24
S2_24-8-20_16PCC_7,train,16PCC,24,8,20,16PCC_20-8-24
S2_24-8-20_16PCC_8,train,16PCC,24,8,20,16PCC_20-8-24
S2_24-8-20_16PCC_9,train,16PCC,24,8,20,16PCC_20-8-24
S2_25-5-19_48MXU_0,train,48MXU,25,5,19,48MXU_19-5-25
S2_25-5-19_48MXU_1,train,48MXU,25,5,19,48MXU_19-5-25
S2_25-5-19_48MXU_2,train,48MXU,25,5,19,48MXU_19-5-25
S2_25-5-19_48MXU_3,train,48MXU,25,5,19,48MXU_19-5-25
S2_25-5-19_48MXU_4,train,48MXU,25,5,19,48MXU_19-5-25
S2_26-2-18_16PCC_0,train,16PCC,26,2,18,16PCC_18-2-26
S2_26-2-18_16PCC_1,train,16PCC,26,2,18,16PCC_18-2-26
S2_26-2-18_16PCC_10,train,16PCC,26,2,18,16PCC_18-2-26
S2_26-2-18_16PCC_11,train,16PCC,26,2,18,16PCC_18-2-26
S2_26-2-18_16PCC_12,train,16PCC,26,2,18,16PCC_18-2-26
S2_26-2-18_16PCC_13,train,16PCC,26,2,18,16PCC_18-2-26
S2_26-2-18_16PCC_14,train,16PCC,26,2,18,16PCC_18-2-26
S2_26-2-18_16PCC_15,train,16PCC,26,2,18,16PCC_18-2-26
S2_26-2-18_16PCC_16,train,16PCC,26,2,18,16PCC_18-2-26
S2_26-2-18_16PCC_17,train,16PCC,26,2,18,16PCC_18-2-26
S2_26-2-18_16PCC_18,train,16PCC,26,2,18,16PCC_18-2-26
S2_26-2-18_16PCC_19,train,16PCC,26,2,18,16PCC_18-2-26
S2_26-2-18_16PCC_2,train,16PCC,26,2,18,16PCC_18-2-26
S2_26-2-18_16PCC_20,train,16PCC,26,2,18,16PCC_18-2-26
S2_26-2-18_16PCC_21,train,16PCC,26,2,18,16PCC_18-2-26
S2_26-2-18_16PCC_22,train,16PCC,26,2,18,16PCC_18-2-26
S2_26-2-18_16PCC_23,train,16PCC,26,2,18,16PCC_18-2-26
S2_26-2-18_16PCC_3,train,16PCC,26,2,18,16PCC_18-2-26
S2_26-2-18_16PCC_4,train,16PCC,26,2,18,16PCC_18-2-26
S2_26-2-18_16PCC_5,train,16PCC,26,2,18,16PCC_18-2-26
S2_26-2-18_16PCC_6,train,16PCC,26,2,18,16PCC_18-2-26
S2_26-2-18_16PCC_7,train,16PCC,26,2,18,16PCC_18-2-26
S2_26-2-18_16PCC_8,train,16PCC,26,2,18,16PCC_18-2-26
S2_26-2-18_16PCC_9,train,16PCC,26,2,18,16PCC_18-2-26
S2_29-11-15_16PEC_0,train,16PEC,29,11,15,16PEC_15-11-29
S2_29-11-15_16PEC_1,train,16PEC,29,11,15,16PEC_15-11-29
S2_29-11-15_16PEC_2,train,16PEC,29,11,15,16PEC_15-11-29
S2_29-11-15_16PEC_3,train,16PEC,29,11,15,16PEC_15-11-29
S2_29-11-15_16PEC_4,train,16PEC,29,11,15,16PEC_15-11-29
S2_29-11-15_16PEC_5,train,16PEC,29,11,15,16PEC_15-11-29
S2_29-11-15_16PEC_6,train,16PEC,29,11,15,16PEC_15-11-29
S2_29-11-15_16PEC_7,train,16PEC,29,11,15,16PEC_15-11-29
S2_29-11-15_16PEC_8,train,16PEC,29,11,15,16PEC_15-11-29
S2_29-11-20_18QYF_0,train,18QYF,29,11,20,18QYF_20-11-29
S2_29-11-20_18QYF_1,train,18QYF,29,11,20,18QYF_20-11-29
S2_29-11-20_18QYF_2,train,18QYF,29,11,20,18QYF_20-11-29
S2_29-11-20_18QYF_3,train,18QYF,29,11,20,18QYF_20-11-29
S2_29-11-20_18QYF_4,train,18QYF,29,11,20,18QYF_20-11-29
S2_29-11-20_18QYF_5,train,18QYF,29,11,20,18QYF_20-11-29
S2_29-11-20_18QYF_6,train,18QYF,29,11,20,18QYF_20-11-29
S2_29-11-20_18QYF_7,train,18QYF,29,11,20,18QYF_20-11-29
S2_3-1-21_18QYF_0,train,18QYF,3,1,21,18QYF_21-1-3
S2_3-1-21_18QYF_1,train,18QYF,3,1,21,18QYF_21-1-3
S2_3-1-21_18QYF_2,train,18QYF,3,1,21,18QYF_21-1-3
S2_3-1-21_18QYF_3,train,18QYF,3,1,21,18QYF_21-1-3
S2_3-1-21_18QYF_4,train,18QYF,3,1,21,18QYF_21-1-3
S2_3-11-18_16PDC_0,train,16PDC,3,11,18,16PDC_18-11-3
S2_3-11-18_16PDC_1,train,16PDC,3,11,18,16PDC_18-11-3
S2_3-11-18_16PDC_10,train,16PDC,3,11,18,16PDC_18-11-3
S2_3-11-18_16PDC_11,train,16PDC,3,11,18,16PDC_18-11-3
S2_3-11-18_16PDC_12,train,16PDC,3,11,18,16PDC_18-11-3
S2_3-11-18_16PDC_13,train,16PDC,3,11,18,16PDC_18-11-3
S2_3-11-18_16PDC_14,train,16PDC,3,11,18,16PDC_18-11-3
S2_3-11-18_16PDC_15,train,16PDC,3,11,18,16PDC_18-11-3
S2_3-11-18_16PDC_16,train,16PDC,3,11,18,16PDC_18-11-3
S2_3-11-18_16PDC_17,train,16PDC,3,11,18,16PDC_18-11-3
S2_3-11-18_16PDC_18,train,16PDC,3,11,18,16PDC_18-11-3
S2_3-11-18_16PDC_19,train,16PDC,3,11,18,16PDC_18-11-3
S2_3-11-18_16PDC_2,train,16PDC,3,11,18,16PDC_18-11-3
S2_3-11-18_16PDC_20,train,16PDC,3,11,18,16PDC_18-11-3
S2_3-11-18_16PDC_21,train,16PDC,3,11,18,16PDC_18-11-3
S2_3-11-18_16PDC_22,train,16PDC,3,11,18,16PDC_18-11-3
S2_3-11-18_16PDC_23,train,16PDC,3,11,18,16PDC_18-11-3
S2_3-11-18_16PDC_24,train,16PDC,3,11,18,16PDC_18-11-3
S2_3-11-18_16PDC_25,train,16PDC,3,11,18,16PDC_18-11-3
S2_3-11-18_16PDC_26,train,16PDC,3,11,18,16PDC_18-11-3
S2_3-11-18_16PDC_27,train,16PDC,3,11,18,16PDC_18-11-3
S2_3-11-18_16PDC_28,train,16PDC,3,11,18,16PDC_18-11-3
S2_3-11-18_16PDC_3,train,16PDC,3,11,18,16PDC_18-11-3
S2_3-11-18_16PDC_4,train,16PDC,3,11,18,16PDC_18-11-3
S2_3-11-18_16PDC_5,train,16PDC,3,11,18,16PDC_18-11-3
S2_3-11-18_16PDC_6,train,16PDC,3,11,18,16PDC_18-11-3
S2_3-11-18_16PDC_7,train,16PDC,3,11,18,16PDC_18-11-3
S2_3-11-18_16PDC_8,train,16PDC,3,11,18,16PDC_18-11-3
S2_3-11-18_16PDC_9,train,16PDC,3,11,18,16PDC_18-11-3
S2_30-8-17_16PCC_0,train,16PCC,30,8,17,16PCC_17-8-30
S2_30-8-17_16PCC_1,train,16PCC,30,8,17,16PCC_17-8-30
S2_30-8-17_16PCC_10,train,16PCC,30,8,17,16PCC_17-8-30
S2_30-8-17_16PCC_11,train,16PCC,30,8,17,16PCC_17-8-30
S2_30-8-17_16PCC_12,train,16PCC,30,8,17,16PCC_17-8-30
S2_30-8-17_16PCC_13,train,16PCC,30,8,17,16PCC_17-8-30
S2_30-8-17_16PCC_14,train,16PCC,30,8,17,16PCC_17-8-30
S2_30-8-17_16PCC_15,train,16PCC,30,8,17,16PCC_17-8-30
S2_30-8-17_16PCC_16,train,16PCC,30,8,17,16PCC_17-8-30
S2_30-8-17_16PCC_17,train,16PCC,30,8,17,16PCC_17-8-30
S2_30-8-17_16PCC_18,train,16PCC,30,8,17,16PCC_17-8-30
S2_30-8-17_16PCC_19,train,16PCC,30,8,17,16PCC_17-8-30
S2_30-8-17_16PCC_2,train,16PCC,30,8,17,16PCC_17-8-30
S2_30-8-17_16PCC_20,train,16PCC,30,8,17,16PCC_17-8-30
S2_30-8-17_16PCC_21,train,16PCC,30,8,17,16PCC_17-8-30
S2_30-8-17_16PCC_22,train,16PCC,30,8,17,16PCC_17-8-30
S2_30-8-17_16PCC_3,train,16PCC,30,8,17,16PCC_17-8-30
S2_30-8-17_16PCC_4,train,16PCC,30,8,17,16PCC_17-8-30
S2_30-8-17_16PCC_5,train,16PCC,30,8,17,16PCC_17-8-30
S2_30-8-17_16PCC_6,train,16PCC,30,8,17,16PCC_17-8-30
S2_30-8-17_16PCC_7,train,16PCC,30,8,17,16PCC_17-8-30
S2_30-8-17_16PCC_8,train,16PCC,30,8,17,16PCC_17-8-30
S2_30-8-17_16PCC_9,train,16PCC,30,8,17,16PCC_17-8-30
S2_4-12-20_18QYF_0,train,18QYF,4,12,20,18QYF_20-12-4
S2_4-12-20_18QYF_1,train,18QYF,4,12,20,18QYF_20-12-4
S2_4-12-20_18QYF_2,train,18QYF,4,12,20,18QYF_20-12-4
S2_4-12-20_18QYF_3,train,18QYF,4,12,20,18QYF_20-12-4
S2_4-12-20_18QYF_4,train,18QYF,4,12,20,18QYF_20-12-4
S2_4-12-20_18QYF_5,train,18QYF,4,12,20,18QYF_20-12-4
S2_4-12-20_18QYF_6,train,18QYF,4,12,20,18QYF_20-12-4
S2_4-12-20_18QYF_7,train,18QYF,4,12,20,18QYF_20-12-4
S2_4-12-20_18QYF_8,train,18QYF,4,12,20,18QYF_20-12-4
S2_4-9-16_16PCC_0,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_1,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_10,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_11,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_12,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_13,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_14,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_15,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_16,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_17,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_18,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_19,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_2,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_20,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_21,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_22,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_23,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_24,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_25,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_26,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_27,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_28,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_29,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_3,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_30,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_31,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_32,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_33,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_34,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_35,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_36,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_37,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_38,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_39,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_4,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_40,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_41,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_42,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_43,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_44,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_45,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_46,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_47,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_5,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_6,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_7,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_8,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-16_16PCC_9,train,16PCC,4,9,16,16PCC_16-9-4
S2_4-9-19_16PCC_0,train,16PCC,4,9,19,16PCC_19-9-4
S2_4-9-19_16PCC_1,train,16PCC,4,9,19,16PCC_19-9-4
S2_4-9-19_16PCC_10,train,16PCC,4,9,19,16PCC_19-9-4
S2_4-9-19_16PCC_11,train,16PCC,4,9,19,16PCC_19-9-4
S2_4-9-19_16PCC_12,train,16PCC,4,9,19,16PCC_19-9-4
S2_4-9-19_16PCC_13,train,16PCC,4,9,19,16PCC_19-9-4
S2_4-9-19_16PCC_14,train,16PCC,4,9,19,16PCC_19-9-4
S2_4-9-19_16PCC_15,train,16PCC,4,9,19,16PCC_19-9-4
S2_4-9-19_16PCC_16,train,16PCC,4,9,19,16PCC_19-9-4
S2_4-9-19_16PCC_17,train,16PCC,4,9,19,16PCC_19-9-4
S2_4-9-19_16PCC_18,train,16PCC,4,9,19,16PCC_19-9-4
S2_4-9-19_16PCC_19,train,16PCC,4,9,19,16PCC_19-9-4
S2_4-9-19_16PCC_2,train,16PCC,4,9,19,16PCC_19-9-4
S2_4-9-19_16PCC_20,train,16PCC,4,9,19,16PCC_19-9-4
S2_4-9-19_16PCC_21,train,16PCC,4,9,19,16PCC_19-9-4
S2_4-9-19_16PCC_22,train,16PCC,4,9,19,16PCC_19-9-4
S2_4-9-19_16PCC_23,train,16PCC,4,9,19,16PCC_19-9-4
S2_4-9-19_16PCC_24,train,16PCC,4,9,19,16PCC_19-9-4
S2_4-9-19_16PCC_25,train,16PCC,4,9,19,16PCC_19-9-4
S2_4-9-19_16PCC_26,train,16PCC,4,9,19,16PCC_19-9-4
S2_4-9-19_16PCC_27,train,16PCC,4,9,19,16PCC_19-9-4
S2_4-9-19_16PCC_28,train,16PCC,4,9,19,16PCC_19-9-4
S2_4-9-19_16PCC_29,train,16PCC,4,9,19,16PCC_19-9-4
S2_4-9-19_16PCC_3,train,16PCC,4,9,19,16PCC_19-9-4
S2_4-9-19_16PCC_30,train,16PCC,4,9,19,16PCC_19-9-4
S2_4-9-19_16PCC_31,train,16PCC,4,9,19,16PCC_19-9-4
S2_4-9-19_16PCC_32,train,16PCC,4,9,19,16PCC_19-9-4
S2_4-9-19_16PCC_4,train,16PCC,4,9,19,16PCC_19-9-4
S2_4-9-19_16PCC_5,train,16PCC,4,9,19,16PCC_19-9-4
S2_4-9-19_16PCC_6,train,16PCC,4,9,19,16PCC_19-9-4
S2_4-9-19_16PCC_7,train,16PCC,4,9,19,16PCC_19-9-4
S2_4-9-19_16PCC_8,train,16PCC,4,9,19,16PCC_19-9-4
S2_4-9-19_16PCC_9,train,16PCC,4,9,19,16PCC_19-9-4
S2_6-12-17_48MYU_0,train,48MYU,6,12,17,48MYU_17-12-6
S2_6-12-17_48MYU_1,train,48MYU,6,12,17,48MYU_17-12-6
S2_6-12-18_48MXU_0,train,48MXU,6,12,18,48MXU_18-12-6
S2_6-12-18_48MXU_1,train,48MXU,6,12,18,48MXU_18-12-6
S2_6-12-18_48MXU_10,train,48MXU,6,12,18,48MXU_18-12-6
S2_6-12-18_48MXU_11,train,48MXU,6,12,18,48MXU_18-12-6
S2_6-12-18_48MXU_12,train,48MXU,6,12,18,48MXU_18-12-6
S2_6-12-18_48MXU_13,train,48MXU,6,12,18,48MXU_18-12-6
S2_6-12-18_48MXU_14,train,48MXU,6,12,18,48MXU_18-12-6
S2_6-12-18_48MXU_15,train,48MXU,6,12,18,48MXU_18-12-6
S2_6-12-18_48MXU_16,train,48MXU,6,12,18,48MXU_18-12-6
S2_6-12-18_48MXU_17,train,48MXU,6,12,18,48MXU_18-12-6
S2_6-12-18_48MXU_18,train,48MXU,6,12,18,48MXU_18-12-6
S2_6-12-18_48MXU_19,train,48MXU,6,12,18,48MXU_18-12-6
S2_6-12-18_48MXU_2,train,48MXU,6,12,18,48MXU_18-12-6
S2_6-12-18_48MXU_20,train,48MXU,6,12,18,48MXU_18-12-6
S2_6-12-18_48MXU_21,train,48MXU,6,12,18,48MXU_18-12-6
S2_6-12-18_48MXU_22,train,48MXU,6,12,18,48MXU_18-12-6
S2_6-12-18_48MXU_23,train,48MXU,6,12,18,48MXU_18-12-6
S2_6-12-18_48MXU_24,train,48MXU,6,12,18,48MXU_18-12-6
S2_6-12-18_48MXU_25,train,48MXU,6,12,18,48MXU_18-12-6
S2_6-12-18_48MXU_26,train,48MXU,6,12,18,48MXU_18-12-6
S2_6-12-18_48MXU_27,train,48MXU,6,12,18,48MXU_18-12-6
S2_6-12-18_48MXU_28,train,48MXU,6,12,18,48MXU_18-12-6
S2_6-12-18_48MXU_29,train,48MXU,6,12,18,48MXU_18-12-6
S2_6-12-18_48MXU_3,train,48MXU,6,12,18,48MXU_18-12-6
S2_6-12-18_48MXU_30,train,48MXU,6,12,18,48MXU_18-12-6
S2_6-12-18_48MXU_31,train,48MXU,6,12,18,48MXU_18-12-6
S2_6-12-18_48MXU_32,train,48MXU,6,12,18,48MXU_18-12-6
S2_6-12-18_48MXU_33,train,48MXU,6,12,18,48MXU_18-12-6
S2_6-12-18_48MXU_4,train,48MXU,6,12,18,48MXU_18-12-6
S2_6-12-18_48MXU_5,train,48MXU,6,12,18,48MXU_18-12-6
S2_6-12-18_48MXU_6,train,48MXU,6,12,18,48MXU_18-12-6
S2_6-12-18_48MXU_7,train,48MXU,6,12,18,48MXU_18-12-6
S2_6-12-18_48MXU_8,train,48MXU,6,12,18,48MXU_18-12-6
S2_6-12-18_48MXU_9,train,48MXU,6,12,18,48MXU_18-12-6
S2_7-10-18_52SDD_0,train,52SDD,7,10,18,52SDD_18-10-7
S2_7-10-18_52SDD_1,train,52SDD,7,10,18,52SDD_18-10-7
S2_7-10-18_52SDD_10,train,52SDD,7,10,18,52SDD_18-10-7
S2_7-10-18_52SDD_11,train,52SDD,7,10,18,52SDD_18-10-7
S2_7-10-18_52SDD_12,train,52SDD,7,10,18,52SDD_18-10-7
S2_7-10-18_52SDD_13,train,52SDD,7,10,18,52SDD_18-10-7
S2_7-10-18_52SDD_14,train,52SDD,7,10,18,52SDD_18-10-7
S2_7-10-18_52SDD_15,train,52SDD,7,10,18,52SDD_18-10-7
S2_7-10-18_52SDD_2,train,52SDD,7,10,18,52SDD_18-10-7
S2_7-10-18_52SDD_3,train,52SDD,7,10,18,52SDD_18-10-7
S2_7-10-18_52SDD_4,train,52SDD,7,10,18,52SDD_18-10-7
S2_7-10-18_52SDD_5,train,52SDD,7,10,18,52SDD_18-10-7
S2_7-10-18_52SDD_6,train,52SDD,7,10,18,52SDD_18-10-7
S2_7-10-18_52SDD_7,train,52SDD,7,10,18,52SDD_18-10-7
S2_7-10-18_52SDD_8,train,52SDD,7,10,18,52SDD_18-10-7
S2_7-10-18_52SDD_9,train,52SDD,7,10,18,52SDD_18-10-7
S2_8-3-18_16PEC_0,train,16PEC,8,3,18,16PEC_18-3-8
S2_8-3-18_16PEC_1,train,16PEC,8,3,18,16PEC_18-3-8
S2_8-3-18_16PEC_2,train,16PEC,8,3,18,16PEC_18-3-8
S2_8-3-18_16PEC_3,train,16PEC,8,3,18,16PEC_18-3-8
S2_8-3-18_16PEC_4,train,16PEC,8,3,18,16PEC_18-3-8
S2_8-3-18_16PEC_5,train,16PEC,8,3,18,16PEC_18-3-8
S2_8-3-18_16PEC_6,train,16PEC,8,3,18,16PEC_18-3-8
S2_8-3-18_16PEC_7,train,16PEC,8,3,18,16PEC_18-3-8
S2_8-3-18_16PEC_8,train,16PEC,8,3,18,16PEC_18-3-8
S2_8-3-18_16QED_0,train,16QED,8,3,18,16QED_18-3-8
S2_8-3-18_16QED_1,train,16QED,8,3,18,16QED_18-3-8
S2_8-3-18_16QED_10,train,16QED,8,3,18,16QED_18-3-8
S2_8-3-18_16QED_11,train,16QED,8,3,18,16QED_18-3-8
S2_8-3-18_16QED_12,train,16QED,8,3,18,16QED_18-3-8
S2_8-3-18_16QED_13,train,16QED,8,3,18,16QED_18-3-8
S2_8-3-18_16QED_14,train,16QED,8,3,18,16QED_18-3-8
S2_8-3-18_16QED_15,train,16QED,8,3,18,16QED_18-3-8
S2_8-3-18_16QED_16,train,16QED,8,3,18,16QED_18-3-8
S2_8-3-18_16QED_17,train,16QED,8,3,18,16QED_18-3-8
S2_8-3-18_16QED_18,train,16QED,8,3,18,16QED_18-3-8
S2_8-3-18_16QED_2,train,16QED,8,3,18,16QED_18-3-8
S2_8-3-18_16QED_3,train,16QED,8,3,18,16QED_18-3-8
S2_8-3-18_16QED_4,train,16QED,8,3,18,16QED_18-3-8
S2_8-3-18_16QED_5,train,16QED,8,3,18,16QED_18-3-8
S2_8-3-18_16QED_6,train,16QED,8,3,18,16QED_18-3-8
S2_8-3-18_16QED_7,train,16QED,8,3,18,16QED_18-3-8
S2_8-3-18_16QED_8,train,16QED,8,3,18,16QED_18-3-8
S2_8-3-18_16QED_9,train,16QED,8,3,18,16QED_18-3-8
S2_9-10-17_16PEC_0,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_1,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_10,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_11,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_12,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_13,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_14,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_15,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_16,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_17,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_18,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_19,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_2,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_20,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_21,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_22,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_23,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_24,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_25,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_26,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_27,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_28,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_29,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_3,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_30,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_31,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_32,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_33,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_34,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_35,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_36,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_37,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_38,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_39,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_4,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_40,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_41,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_42,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_43,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_44,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_45,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_5,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_6,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_7,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_8,train,16PEC,9,10,17,16PEC_17-10-9
S2_9-10-17_16PEC_9,train,16PEC,9,10,17,16PEC_17-10-9
S2_11-6-18_16PCC_0,val,16PCC,11,6,18,16PCC_18-6-11
S2_11-6-18_16PCC_1,val,16PCC,11,6,18,16PCC_18-6-11
S2_11-6-18_16PCC_10,val,16PCC,11,6,18,16PCC_18-6-11
S2_11-6-18_16PCC_11,val,16PCC,11,6,18,16PCC_18-6-11
